bures	ˈburɛs
spodným	ˈspɔdniːm
kommen	ˈkɔmɛn
vetrone	ˈvɛtrɔnɛ
kľudne	ˈkʎudɲɛ
trepe	ˈtrɛpɛ
spava	ˈspava
dover	ˈdɔvɛr
ted	ˈtɛd
zbavíme	ˈzbaviːmɛ
tvojemu	ˈtvɔjɛmu
skoto	ˈskɔtɔ
mojo	ˈmɔjɔ
prošel	ˈprɔʃɛl
vaším	ˈvaʃiːm
zdravej	ˈzdravɛj
kvíka	ˈkviːka
zapýta	ˈzapiːta
bald	ˈbaɫd
sarou	ˈsarɔu
joe	ˈjɔɛ
ským	ˈskiːm
zdobených	ˈzdɔbɛniːx
tampa	ˈtampa
moj	ˈmɔj
zdobí	ˈzdɔbiː
zosteel	ˈzɔstɛl
skladuje	ˈskladujɛ
zlomí	ˈzɫɔmiː
zdanený	ˈzdaɲɛniː
hoba	ˈɦɔba
zart	ˈzart
pacha	ˈpaxa
sadkaj	ˈsadkaj
zbavení	ˈzbavɛniː
výpek	ˈviːpɛk
vybav	ˈvibav
spola	ˈspɔɫa
pamätame	ˈpamɛtamɛ
doruč	ˈdɔrut
poškrabe	ˈpɔʃkrabɛ
nauč	ˈnaut
zhode	ˈzhɔdɛ
drzos	ˈdrzɔs
tvaroh	ˈtvarɔɦ
topa	ˈtɔpa
dopamín	ˈdɔpamiːn
danka	ˈdanka
žehnáš	ˈʒɛhnaːʃ
skoľ	ˈskɔʎ
kočov	ˈkɔtʃɔv
choďa	ˈxɔɟa
vlast	ˈvɫast
korucu	ˈkɔrutsu
dobreho	ˈdɔbrɛhɔ
kapone	ˈkapɔnɛ
pobudneš	ˈpɔbudɲɛʃ
potkan	ˈpɔtkan
kanou	ˈkanɔu
slave	ˈsɫavɛ
zasmej	ˈzasmɛj
stredového	ˈstrɛdɔvɛːhɔ
zabehaný	ˈzabɛɦaniː
doc	ˈdɔt
beha	ˈbɛɦa
soto	ˈsɔtɔ
bozeman	ˈbɔzɛman
vzručený	ˈvzrutʃɛniː
suší	ˈsuʃiː
mov	ˈmɔv
hrabe	ˈɦrabɛ
splanutí	ˈspɫanutiː
bušenko	ˈbuʃɛnkɔ
šomre	ˈʃɔmrɛ
toľa	ˈtɔʎa
trubíc	ˈtrubiːt
dožíva	ˈdɔʒiːva
vernou	ˈvɛrnɔu
sema	ˈsɛma
drale	ˈdralɛ
drbom	ˈdrbɔm
šachov	ˈʃaxɔv
kodane	ˈkɔdaɲɛ
belka	ˈbɛɫka
zdrbem	ˈzdrbɛm
drem	ˈdrɛm
dobr	ˈdɔbr
udský	ˈudskiː
vysoku	ˈvisɔku
moralesom	ˈmɔralɛsɔm
tore	ˈtɔrɛ
svedsku	ˈsvɛdsku
sume	ˈsumɛ
teho	ˈtɛɦɔ
zožral	ˈzɔʒral
hadov	ˈɦadɔv
tor	ˈtɔr
dune	ˈdunɛ
tod	ˈtɔd
cud	ˈtsud
vzdu	ˈvzdu
stoke	ˈstɔkɛ
výhru	ˈviːhru
zaprí	ˈzapriː
kvák	ˈkvaːk
dolto	ˈdɔɫtɔ
poveste	ˈpɔvɛstɛ
komp	ˈkɔmp
samboru	ˈsambɔru
vasom	ˈvasɔm
dostalo	ˈdɔstɑlɔ
tužím	ˈtuʒiːm
mona	ˈmɔna
zbaví	ˈzbaviː
zjavíš	ˈzjaviːʃ
zreve	ˈzrɛvɛ
komandu	ˈkɔmandu
slaves	ˈsɫavɛs
krorá	ˈkrɔraː
vanom	ˈvanɔm
zlatkom	ˈzɫatkɔm
špata	ˈʃpata
žoho	ˈʒɔɦɔ
dvoje	ˈdvɔjɛ
morb	ˈmɔrb
zlako	ˈzɫakɔ
ńîęđîâčůe	ˈtʃɛ
možmo	ˈmɔʒmɔ
zaleje	ˈzalɛjɛ
vonka	ˈvɔnka
chore	ˈxɔrɛ
toure	ˈtɔurɛ
pozveme	ˈpɔzvɛmɛ
zbohatla	ˈzbɔɦatɫa
sqele	ˈsɛlɛ
kurze	ˈkurzɛ
zamou	ˈzamɔu
krap	ˈkrap
zekov	ˈzɛkɔv
dol	ˈdɔɫ
senor	ˈsɛnɔr
sepu	ˈsɛpu
vezmes	ˈvɛzmɛs
vyhrajeme	ˈvihrajɛmɛ
hombreho	ˈɦɔmbrɛhɔ
strašením	ˈstraʃɛniːm
svom	ˈsvɔm
svetlu	ˈsvɛtɫu
povedzmu	ˈpɔvɛdzmu
sora	ˈsɔra
svojeho	ˈsvɔjɛhɔ
boso	ˈbɔsɔ
výbeh	ˈviːbɛh
poklese	ˈpɔklɛsɛ
tudom	ˈtudɔm
kursk	ˈkursk
čou	ˈtʃɔu
zboku	ˈzbɔku
zosun	ˈzɔsun
nerušíme	ˈɲɛruʃiːmɛ
sušení	ˈsuʃɛniː
drožku	ˈdrɔʒku
časove	ˈtʃasɔvɛ
sebom	ˈsɛbɔm
sampa	ˈsampa
frommer	ˈfrɔmɛr
karen	ˈkarɛn
zdutý	ˈzdutiː
cul	ˈtsul
džajaram	ˈdʒajaram
výr	ˈviːr
kupon	ˈkupɔn
vlajok	ˈvɫajɔk
hava	ˈɦava
kvapku	ˈkvapku
chodu	ˈxɔdu
komanda	ˈkɔmanda
ľadoví	ˈʎadɔviː
vojenskym	ˈvɔjɛnskim
šaha	ˈʃaɦa
zajt	ˈzajt
zverom	ˈzvɛrɔm
vyskumny	ˈviskumni
počkalo	ˈpɔtʃkalɔ
prestona	ˈprɛstɔna
vyplata	ˈviplata
sporu	ˈspɔru
možnos	ˈmɔʒnɔs
busu	ˈbusu
ckl	ˈtskl
harama	ˈɦarama
karom	ˈkarɔm
hana	ˈɦana
nedov	ˈɲɛdɔv
dusíme	ˈdusiːmɛ
spred	ˈsprɛd
baked	ˈbakɛd
slamku	ˈsɫamku
veľku	ˈvɛʎku
podobe	ˈpɔdɔbɛ
suboj	ˈsubɔj
šesto	ˈʃɛstɔ
jahodu	ˈjaɦɔdu
zosuvu	ˈzɔsuvu
toď	ˈtɔɟ
doveruj	ˈdɔvɛruj
vojarov	ˈvɔjarɔv
janou	ˈjanɔu
tlmená	ˈtɫmɛnaː
boland	ˈbɔɫand
vyjav	ˈvijav
zabudam	ˈzabudam
vrtel	ˈvrtɛl
bonusov	ˈbɔnusɔv
tvy	ˈtvi
vykona	ˈvikɔna
bažím	ˈbaʒiːm
cara	ˈtsara
tvoma	ˈtvɔma
zatkla	ˈzatkla
darken	ˈdarkɛn
kusete	ˈkusɛtɛ
výkalov	ˈviːkalɔv
mocha	ˈmɔxa
ľoďku	ˈʎɔɟku
bake	ˈbakɛ
kro	ˈkrɔ
vankuš	ˈvankuʃ
spravy	ˈspravi
močový	ˈmɔtʃɔviː
poznač	ˈpɔznat
nepoď	ˈɲɛpɔɟ
kapucu	ˈkaputsu
duj	ˈduj
vežkos	ˈvɛʒkɔs
družku	ˈdruʒku
taba	ˈtaba
chaka	ˈxaka
špínu	ˈʃpiːnu
vojsku	ˈvɔjsku
zaješ	ˈzajɛʃ
mož	ˈmɔʒ
kame	ˈkamɛ
keze	ˈkɛzɛ
kesa	ˈkɛsa
poserom	ˈpɔsɛrɔm
zrusený	ˈzrusɛniː
temna	ˈtɛmna
sedlom	ˈsɛdɫɔm
podo	ˈpɔdɔ
studs	ˈstuds
sporná	ˈspɔrnaː
tajnom	ˈtajnɔm
vašek	ˈvaʃɛk
banketka	ˈbankɛtka
vzlet	ˈvzɫɛt
buda	ˈbuda
zajete	ˈzajɛtɛ
taja	ˈtaja
zostavíš	ˈzɔstaviːʃ
ser	ˈsɛr
paula	ˈpaula
tajných	ˈtajniːx
zdravých	ˈzdraviːx
zožerme	ˈzɔʒɛrmɛ
zobleč	ˈzɔblɛt
kazy	ˈkazi
pobedz	ˈpɔbɛdz
vado	ˈvadɔ
treer	ˈtrɛr
vyhraný	ˈvihraniː
zbavím	ˈzbaviːm
sober	ˈsɔbɛr
dmuje	ˈdmujɛ
drv	ˈdrv
vezme	ˈvɛzmɛ
zeb	ˈzɛb
satku	ˈsatku
cenou	ˈtsɛnɔu
drobec	ˈdrɔbɛt
tresky	ˈtrɛski
home	ˈɦɔmɛ
jasnou	ˈjasnɔu
bodke	ˈbɔdkɛ
dusíku	ˈdusiːku
korom	ˈkɔrɔm
jeeho	ˈjɛɦɔ
veľný	ˈvɛʎniː
paske	ˈpaskɛ
jocko	ˈjɔtskɔ
vyhraju	ˈvihraju
stredným	ˈstrɛdniːm
dreva	ˈdrɛva
jova	ˈjɔva
corp	ˈtsɔrp
tlame	ˈtɫamɛ
dubs	ˈdubs
suchu	ˈsuxu
zbehla	ˈzbɛɦɫa
celí	ˈtsɛliː
vrátka	ˈvraːtka
spraví	ˈspraviː
machom	ˈmaxɔm
kwo	ˈkɔ
dohod	ˈdɔɦɔd
więc	ˈts
vylež	ˈvilɛʒ
mous	ˈmɔus
mokro	ˈmɔkrɔ
zjemní	ˈzjɛmniː
šekovej	ˈʃɛkɔvɛj
behala	ˈbɛɦaɫa
daton	ˈdatɔn
tvoch	ˈtvɔx
zojst	ˈzɔjst
johna	ˈjɔɦna
znáša	ˈznaːʃa
zomru	ˈzɔmru
vrazíme	ˈvraziːmɛ
zbavíš	ˈzbaviːʃ
tupo	ˈtupɔ
bodu	ˈbɔdu
uzdu	ˈuzdu
hoe	ˈɦɔɛ
paseka	ˈpasɛka
jambo	ˈjambɔ
comb	ˈtsɔmb
kontu	ˈkɔntu
svadu	ˈsvadu
suber	ˈsubɛr
vade	ˈvaɟɛ
choru	ˈxɔru
vyda	ˈvida
zobere	ˈzɔbɛrɛ
bavení	ˈbavɛniː
valu	ˈvalu
kompu	ˈkɔmpu
kaste	ˈkastɛ
veľka	ˈvɛʎka
chodbach	ˈxɔdbax
vyhrab	ˈvihrab
tedom	ˈtɛdɔm
veca	ˈvɛtsa
suš	ˈsuʃ
vykonal	ˈvikɔnal
pohára	ˈpɔɦaːra
vedra	ˈvɛdra
tehot	ˈtɛɦɔt
zapadne	ˈzapadɲɛ
tomb	ˈtɔmb
kuzr	ˈkuzr
šablí	ˈʃabliː
uprace	ˈupratsɛ
šes	ˈʃɛs
slovnu	ˈsɫɔvnu
zlakat	ˈzɫakat
spevak	ˈspɛvak
spojeným	ˈspɔjɛniːm
drum	ˈdrum
zlatka	ˈzɫatka
postrek	ˈpɔstrɛk
zabehla	ˈzabɛɦɫa
bavým	ˈbaviːm
vlajky	ˈvɫajki
veče	ˈvɛtʃɛ
podeme	ˈpɔdɛmɛ
balega	ˈbaɫɛɡa
hadu	ˈɦadu
tupí	ˈtupiː
saver	ˈsavɛr
dojím	ˈdɔjiːm
tabom	ˈtabɔm
koch	ˈkɔx
výkup	ˈviːkup
kusu	ˈkusu
zakryje	ˈzakrijɛ
dork	ˈdɔrk
poznat	ˈpɔznat
buzna	ˈbuzna
poste	ˈpɔstɛ
znaju	ˈznaju
kary	ˈkari
skodu	ˈskɔdu
pomenuj	ˈpɔmɛnuj
vený	ˈvɛniː
stanku	ˈstanku
pecked	ˈpɛtskɛd
zab	ˈzab
cum	ˈtsum
nedocenený	ˈɲɛdɔtsɛniː
semra	ˈsɛmra
znoju	ˈznɔju
tvojem	ˈtvɔjɛm
stonu	ˈstɔnu
zpet	ˈzpɛt
hrajem	ˈɦrajɛm
stropom	ˈstrɔpɔm
carma	ˈtsarma
božska	ˈbɔʒska
sov	ˈsɔv
pokusam	ˈpɔkusam
stavuješ	ˈstavujɛʃ
skapem	ˈskapɛm
vojaka	ˈvɔjaka
sermu	ˈsɛrmu
kýcham	ˈkiːxam
vlej	ˈvɫɛj
tupej	ˈtupɛj
zostruje	ˈzɔstrujɛ
strele	ˈstrɛlɛ
dojnou	ˈdɔjnɔu
cež	ˈtsɛʒ
bezos	ˈbɛzɔs
paste	ˈpastɛ
drnom	ˈdrnɔm
zostreš	ˈzɔstrɛʃ
skuto	ˈskutɔ
ľadovec	ˈʎadɔvɛt
kotve	ˈkɔtvɛ
hoou	ˈɦɔu
verna	ˈvɛrna
moka	ˈmɔka
koval	ˈkɔval
posekaj	ˈpɔsɛkaj
volný	ˈvɔlniː
kedý	ˈkɛdiː
skýva	ˈskiːva
vstupným	ˈvstupniːm
skurv	ˈskurv
zebre	ˈzɛbrɛ
vaší	ˈvaʃiː
haward	ˈɦard
mony	ˈmɔni
strednu	ˈstrɛdnu
koľa	ˈkɔʎa
zastavíme	ˈzastaviːmɛ
smeč	ˈsmɛt
varíme	ˈvariːmɛ
zátvorka	ˈzaːtvɔrka
dusný	ˈdusniː
dopraví	ˈdɔpraviː
spravým	ˈspraviːm
zvadov	ˈzvadɔv
cajka	ˈtsajka
daretu	ˈdarɛtu
sacha	ˈsaxa
výbrus	ˈviːbrus
streľné	ˈstrɛʎnɛː
strav	ˈstrav
tomma	ˈtɔma
pomalej	ˈpɔmalɛj
sodným	ˈsɔdniːm
spýta	ˈspiːta
zborí	ˈzbɔriː
stanovím	ˈstanɔviːm
zostrel	ˈzɔstrɛl
boja	ˈbɔja
škrobu	ˈʃkrɔbu
skromná	ˈskrɔmnaː
vykazuje	ˈvikazujɛ
správna	ˈspraːvna
sao	ˈsaɔ
povýšení	ˈpɔviːʃɛniː
zrnku	ˈzrnku
vankom	ˈvankɔm
zlomíš	ˈzɫɔmiːʃ
kakarota	ˈkarɔta
prekonalo	ˈprɛkɔnalɔ
konaný	ˈkɔnaniː
pozname	ˈpɔznamɛ
bujuješ	ˈbujɛʃ
saša	ˈsaʃa
zabrat	ˈzabrat
čuj	ˈtʃuj
vrkoch	ˈvrkɔx
pastelku	ˈpastɛlku
dnesk	ˈdɲɛsk
voleja	ˈvɔlɛja
stredny	ˈstrɛdni
pojebaným	ˈpɔjɛbaniːm
dravec	ˈdravɛt
stajlovať	ˈstajlɔvaθ
pocuj	ˈpɔtsuj
dotuje	ˈdɔtujɛ
sojho	ˈsɔjhɔ
bana	ˈbana
kramera	ˈkramɛra
zlobe	ˈzɫɔbɛ
doska	ˈdɔska
dvorak	ˈdvɔrak
sond	ˈsɔnd
kolená	ˈkɔlɛnaː
dabu	ˈdabu
tabe	ˈtabɛ
sochu	ˈsɔxu
move	ˈmɔvɛ
dopravený	ˈdɔpravɛniː
stopový	ˈstɔpɔviː
buse	ˈbusɛ
zľave	ˈzʎavɛ
zostalo	ˈzɔstɑlɔ
prosení	ˈprɔsɛniː
ddos	ˈdɔs
koja	ˈkɔja
kuvajtu	ˈkuvajtu
kravka	ˈkravka
morušové	ˈmɔruʃɔvɛː
zveruješ	ˈzvɛrujɛʃ
smre	ˈsmrɛ
stranova	ˈstranɔva
toj	ˈtɔj
streľných	ˈstrɛʎniːx
pobavíš	ˈpɔbaviːʃ
poves	ˈpɔvɛs
zboroch	ˈzbɔrɔx
vranou	ˈvranɔu
seton	ˈsɛtɔn
joh	ˈjɔɦ
strand	ˈstrand
buhe	ˈbuɦɛ
krvý	ˈkrviː
župam	ˈʒupam
vyboru	ˈvibɔru
časí	ˈtʃasiː
vydal	ˈvidal
dowda	ˈdɔda
šero	ˈʃɛrɔ
poseľ	ˈpɔsɛʎ
zomreš	ˈzɔmrɛʃ
moču	ˈmɔtʃu
pozostaval	ˈpɔzɔstɑval
zrelí	ˈzrɛliː
spolku	ˈspɔɫku
vyhrava	ˈvihrava
vyse	ˈvisɛ
stranda	ˈstranda
tamvý	ˈtamviː
zmesku	ˈzmɛsku
dresu	ˈdrɛsu
vedomím	ˈvɛdɔmiːm
dražbu	ˈdraʒbu
sľube	ˈsʎubɛ
dvorec	ˈdvɔrɛt
sadrový	ˈsadrɔviː
plastu	ˈpɫastu
suds	ˈsuds
vreska	ˈvrɛska
skryj	ˈskrij
stanovu	ˈstanɔvu
zlahka	ˈzɫaɦka
bema	ˈbɛma
kup	ˈkup
kresle	ˈkrɛslɛ
doľava	ˈdɔʎava
skautu	ˈskautu
solo	ˈsɔɫɔ
soho	ˈsɔɦɔ
vyjeb	ˈvijɛb
zosadneš	ˈzɔsadɲɛʃ
ujalo	ˈujalɔ
zork	ˈzɔrk
zltom	ˈzɫtɔm
výstupe	ˈviːstupɛ
sarku	ˈsarku
jojom	ˈjɔm
sporom	ˈspɔrɔm
novším	ˈnɔvʃiːm
teu	ˈtɛu
jahee	ˈjaɦɛ
dvore	ˈdvɔrɛ
justo	ˈjustɔ
kurve	ˈkurvɛ
vzore	ˈvzɔrɛ
želaj	ˈʒɛɫaj
samanta	ˈsamanta
vyhral	ˈvihral
strave	ˈstravɛ
vadou	ˈvadɔu
js	ˈjs
vecy	ˈvɛtsi
bauma	ˈbauma
hanou	ˈɦanɔu
bachov	ˈbaxɔv
domových	ˈdɔmɔviːx
čos	ˈtʃɔs
kýcha	ˈkiːxa
poznatkom	ˈpɔznatkɔm
baroneta	ˈbarɔnɛta
doble	ˈdɔblɛ
baštu	ˈbaʃtu
speck	ˈspɛts
čej	ˈtʃɛj
postrehom	ˈpɔstrɛhɔm
vráska	ˈvraːska
bosk	ˈbɔsk
cut	ˈtsut
vermus	ˈvɛrmus
domku	ˈdɔmku
sumraku	ˈsumraku
modráča	ˈmɔdraːtʃa
tap	ˈtap
šopu	ˈʃɔpu
bumbác	ˈbumbaːt
zapla	ˈzapɫa
doveru	ˈdɔvɛru
baka	ˈbaka
pobavený	ˈpɔbavɛniː
paze	ˈpazɛ
vzletu	ˈvzɫɛtu
zasral	ˈzasral
možnou	ˈmɔʒnɔu
monako	ˈmɔnakɔ
poslo	ˈpɔsɫɔ
dopr	ˈdɔpr
ctx	ˈtst
vredom	ˈvrɛdɔm
škrob	ˈʃkrɔb
karmu	ˈkarmu
donosí	ˈdɔnɔsiː
zapíše	ˈzapiːʃɛ
dresom	ˈdrɛsɔm
spak	ˈspak
zru	ˈzru
zrn	ˈzrn
trojan	ˈtrɔjan
poznavame	ˈpɔznavamɛ
koleso	ˈkɔlɛsɔ
senora	ˈsɛnɔra
topov	ˈtɔpɔv
koro	ˈkɔrɔ
veeru	ˈvɛru
vedomí	ˈvɛdɔmiː
zoru	ˈzɔru
vložku	ˈvɫɔʒku
zakladný	ˈzakladniː
kostoly	ˈkɔstɔli
skape	ˈskapɛ
prestaval	ˈprɛstaval
zvedom	ˈzvɛdɔm
prelomový	ˈprɛlɔmɔviː
druch	ˈdrux
zvrtol	ˈzvrtɔl
bandu	ˈbandu
potele	ˈpɔtɛlɛ
vláčený	ˈvɫaːtʃɛniː
každýmu	ˈkaʒdiːmu
dorn	ˈdɔrn
hano	ˈɦanɔ
bazís	ˈbaziːs
sojím	ˈsɔjiːm
smešny	ˈsmɛʃni
bandov	ˈbandɔv
stank	ˈstank
stopa	ˈstɔpa
zbaň	ˈzbaɲ
zus	ˈzus
zasun	ˈzasun
muhe	ˈmuɦɛ
kapec	ˈkapɛt
posera	ˈpɔsɛra
držba	ˈdrʒba
šokový	ˈʃɔkɔviː
ľadom	ˈʎadɔm
vyhralo	ˈvihralɔ
zmorený	ˈzmɔrɛniː
poznavam	ˈpɔznavam
volí	ˈvɔliː
sašenku	ˈsaʃɛnku
prestalo	ˈprɛstalɔ
hooda	ˈɦɔda
kvou	ˈkvɔu
stanou	ˈstanɔu
sakel	ˈsakɛl
vyberat	ˈvibɛrat
sudoku	ˈsudɔku
podel	ˈpɔdɛl
pause	ˈpausɛ
seth	ˈsɛtɦ
zaves	ˈzavɛs
sazku	ˈsazku
zmetok	ˈzmɛtɔk
konára	ˈkɔnaːra
zvaľuje	ˈzvaʎujɛ
hamo	ˈɦamɔ
tlama	ˈtɫama
soma	ˈsɔma
dru	ˈdru
žuje	ˈʒujɛ
nepadnem	ˈɲɛpadɲɛm
vyser	ˈvisɛr
horn	ˈɦɔrn
setha	ˈsɛtɦa
veraje	ˈvɛrajɛ
demat	ˈdɛmat
voľbe	ˈvɔʎbɛ
vychova	ˈvixɔva
behe	ˈbɛɦɛ
pastva	ˈpastva
povevedzme	ˈpɔvɛdzmɛ
neuk	ˈɲɛuk
sprejuje	ˈsprɛjujɛ
zatĺkal	ˈzatkal
caj	ˈtsaj
past	ˈpast
sudo	ˈsudɔ
karma	ˈkarma
hrdom	ˈɦrdɔm
pubis	ˈpubis
padlých	ˈpadliːx
bavlna	ˈbavɫna
tobe	ˈtɔbɛ
bosu	ˈbɔsu
konalo	ˈkɔnalɔ
kemp	ˈkɛmp
vlnach	ˈvɫnax
traju	ˈtraju
dubu	ˈdubu
sene	ˈsɛnɛ
kuslo	ˈkusɫɔ
vyšej	ˈviʃɛj
zboj	ˈzbɔj
vylet	ˈvilɛt
verají	ˈvɛrajiː
mrkový	ˈmrkɔviː
večnom	ˈvɛtʃnɔm
vasemu	ˈvasɛmu
domo	ˈdɔmɔ
značí	ˈznatʃiː
javo	ˈjavɔ
vzdal	ˈvzdal
výroku	ˈviːrɔku
vlame	ˈvɫamɛ
poznatku	ˈpɔznatku
savo	ˈsavɔ
tempu	ˈtɛmpu
božským	ˈbɔʒskiːm
corny	ˈtsɔrni
presune	ˈprɛsunɛ
kaameň	ˈkamɛɲ
caka	ˈtsaka
vreckových	ˈvrɛtskɔviːx
baala	ˈbaɫa
naroda	ˈnarɔda
domos	ˈdɔmɔs
tme	ˈtmɛ
kore	ˈkɔrɛ
naudúce	ˈnauduːtsɛ
spoň	ˈspɔɲ
čosa	ˈtʃɔsa
sethe	ˈsɛtɦɛ
corn	ˈtsɔrn
pozícou	ˈpɔziːtsɔu
hasím	ˈɦasiːm
vnára	ˈvnaːra
vrma	ˈvrma
zastre	ˈzastrɛ
kryhe	ˈkrihɛ
jaro	ˈjarɔ
sub	ˈsub
varím	ˈvariːm
moha	ˈmɔɦa
cam	ˈtsam
poznamku	ˈpɔznamku
strešná	ˈstrɛʃnaː
damona	ˈdamɔna
sobom	ˈsɔbɔm
zabuchla	ˈzabuxla
zamora	ˈzamɔra
vzpomeň	ˈvzpɔmɛɲ
zasko	ˈzaskɔ
vote	ˈvɔtɛ
cert	ˈtsɛrt
kop	ˈkɔp
pasa	ˈpasa
koon	ˈkɔn
stupaju	ˈstupaju
žeravej	ˈʒɛravɛj
bala	ˈbaɫa
carova	ˈtsarɔva
zomna	ˈzɔmna
zrnom	ˈzrnɔm
postom	ˈpɔstɔm
spodne	ˈspɔdɲɛ
zotrel	ˈzɔtrɛl
bojar	ˈbɔjar
topí	ˈtɔpiː
čka	ˈtʃka
stehom	ˈstɛhɔm
varíš	ˈvariːʃ
kudu	ˈkudu
chána	ˈxaːna
peších	ˈpɛʃiːx
pest	ˈpɛst
vystraším	ˈvistraʃiːm
kamer	ˈkamɛr
pozrelo	ˈpɔzrɛlɔ
padnutá	ˈpadnutaː
tvovom	ˈtvɔm
zom	ˈzɔm
vymenoval	ˈvimɛnɔval
sunku	ˈsunku
kamo	ˈkamɔ
zuba	ˈzuba
zodrel	ˈzɔdrɛl
coner	ˈtsɔnɛr
pestí	ˈpɛstiː
veľmy	ˈvɛʎmi
manova	ˈmanɔva
vrtule	ˈvrtulɛ
dopo	ˈdɔpɔ
padla	ˈpadɫa
vyklad	ˈviklad
savím	ˈsaviːm
zosuve	ˈzɔsuvɛ
spojím	ˈspɔjiːm
daze	ˈdazɛ
tja	ˈtja
zástupný	ˈzaːstupniː
poľavíš	ˈpɔʎaviːʃ
korna	ˈkɔrna
sektore	ˈsɛktɔrɛ
číje	ˈtʃiːjɛ
vlkoch	ˈvɫkɔx
skora	ˈskɔra
strelku	ˈstrɛlku
pozemná	ˈpɔzɛmnaː
zadný	ˈzadniː
kremeľ	ˈkrɛmɛʎ
stavým	ˈstaviːm
hodno	ˈɦɔdnɔ
hood	ˈɦɔd
chapík	ˈxapiːk
volne	ˈvɔlɲɛ
čul	ˈtʃul
štople	ˈʃtɔplɛ
baus	ˈbaus
sošku	ˈsɔʃku
zletí	ˈzɫɛtiː
peste	ˈpɛstɛ
pozemkov	ˈpɔzɛmkɔv
modna	ˈmɔdna
volaný	ˈvɔlɑniː
cant	ˈtsant
sladu	ˈsɫadu
tapeta	ˈtapɛta
poznáva	ˈpɔznaːva
valím	ˈvaliːm
skoru	ˈskɔru
kono	ˈkɔnɔ
beloška	ˈbɛɫɔʃka
volkov	ˈvɔlkɔv
pojebe	ˈpɔjɛbɛ
dolar	ˈdɔɫar
stravu	ˈstravu
kosele	ˈkɔsɛlɛ
krysej	ˈkrisɛj
pestuj	ˈpɛstuj
kapra	ˈkapra
newest	ˈɲɛst
katonah	ˈkatɔnaɦ
skromne	ˈskrɔmnɛ
plaze	ˈpɫazɛ
hasn	ˈɦasn
zdravo	ˈzdravɔ
dražba	ˈdraʒba
troly	ˈtrɔli
odola	ˈɔdɔɫa
zdrvená	ˈzdrvɛnaː
jon	ˈjɔn
zákaze	ˈzaːkazɛ
vyhol	ˈvihɔl
sponku	ˈspɔnku
frajera	ˈfrajɛra
tohe	ˈtɔɦɛ
vypat	ˈvipat
krach	ˈkrax
budz	ˈbudz
sporným	ˈspɔrniːm
bondu	ˈbɔndu
zvysoka	ˈzvisɔka
coura	ˈtsɔura
výsad	ˈviːsad
sádra	ˈsaːdra
habe	ˈɦabɛ
stanok	ˈstanɔk
stajna	ˈstajna
veslo	ˈvɛsɫɔ
kunom	ˈkunɔm
stupna	ˈstupna
menace	ˈmɛnatsɛ
sudom	ˈsudɔm
dabra	ˈdabra
dotor	ˈdɔtɔr
tvarom	ˈtvarɔm
saruba	ˈsaruba
kely	ˈkɛli
skvelí	ˈskvɛliː
varuje	ˈvarujɛ
vzdam	ˈvzdam
torý	ˈtɔriː
jeba	ˈjɛba
dopíšem	ˈdɔpiːʃɛm
suze	ˈsuzɛ
valíme	ˈvaliːmɛ
podeste	ˈpɔdɛstɛ
vypaseným	ˈvipasɛniːm
ktomu	ˈktɔmu
vaľa	ˈvaʎa
džala	ˈdʒaɫa
veže	ˈvɛʒɛ
vletom	ˈvɫɛtɔm
doko	ˈdɔkɔ
kajutou	ˈkajutɔu
beezus	ˈbɛzus
telpý	ˈtɛlpiː
smer	ˈsmɛr
pojeba	ˈpɔjɛba
zatím	ˈzatiːm
koos	ˈkɔs
docka	ˈdɔtska
trosky	ˈtrɔski
čekat	ˈtʃɛkat
kusom	ˈkusɔm
stopku	ˈstɔpku
preston	ˈprɛstɔn
buds	ˈbuds
sum	ˈsum
skaara	ˈskara
kase	ˈkasɛ
zľavový	ˈzʎavɔviː
noša	ˈnɔʃa
pohla	ˈpɔɦɫa
barom	ˈbarɔm
vyslový	ˈvislɔviː
kudo	ˈkudɔ
výtvore	ˈviːtvɔrɛ
zberný	ˈzbɛrniː
moskvu	ˈmɔskvu
kou	ˈkɔu
tvojí	ˈtvɔjiː
bodne	ˈbɔdɲɛ
kodu	ˈkɔdu
verklík	ˈvɛrkliːk
vysoka	ˈvisɔka
zloduch	ˈzɫɔdux
seru	ˈsɛru
zabu	ˈzabu
horst	ˈɦɔrst
moru	ˈmɔru
stavam	ˈstavam
toja	ˈtɔja
spávna	ˈspaːvna
vydame	ˈvidamɛ
wcko	ˈtskɔ
postavý	ˈpɔstaviː
šah	ˈʃaɦ
kuna	ˈkuna
tosu	ˈtɔsu
dojí	ˈdɔjiː
zlachka	ˈzɫaxka
vekovom	ˈvɛkɔm
strašnom	ˈstraʃnɔm
vase	ˈvasɛ
vesla	ˈvɛsɫa
hado	ˈɦadɔ
kona	ˈkɔna
hast	ˈɦast
sprav	ˈsprav
zbernom	ˈzbɛrnɔm
zostra	ˈzɔstra
suse	ˈsusɛ
zmeškaných	ˈzmɛʃkaniːx
studom	ˈstudɔm
zbav	ˈzbav
spratok	ˈspratɔk
zves	ˈzvɛs
morke	ˈmɔrkɛ
donáška	ˈdɔnaːʃka
vod	ˈvɔd
kopec	ˈkɔpɛt
škode	ˈʃkɔdɛ
pošľem	ˈpɔʃʎɛm
sanova	ˈsanɔva
vyhodme	ˈvihɔdmɛ
sebu	ˈsɛbu
